Borough, Neighborhood, Latitude, Longitude
Tower Hamlets, Shadwell,51.51190948,-0.05025
Tower Hamlets, Spitalfields & Banglatown,51.51908875,-0.0699
Tower Hamlets, Weavers,51.52695084,-0.07052
Tower Hamlets, Whitechapel,51.51362991,-0.06483
Tower Hamlets, Poplar,51.51099014,-0.00639
Tower Hamlets, Stepney Green,51.5170517,-0.04889
Waltham Forest, Cann Hall,51.55918884,0.013546
Waltham Forest, Cathall,51.55585098,-0.00075
Waltham Forest, Chapel End,51.5975914,-0.01411
Waltham Forest, Chingford Green,51.63647842,0.005001
Waltham Forest, Endlebury,51.62702179,-0.00896
Waltham Forest, Forest,51.57632065,0.001343
Waltham Forest, Grove Green,51.56314087,-0.0034
Waltham Forest, Hale End and Highams Park,51.59996033,0.00423
Waltham Forest, Hatch Lane,51.61341095,0.010643
Waltham Forest, High Street,51.57846832,-0.05007
Waltham Forest, Higham Hill,51.59946823,-0.03506
Waltham Forest, Hoe Street,51.58346939,-0.01335
Waltham Forest, Larkswood,51.61486816,-0.0082
Waltham Forest, Lea Bridge,51.56871033,-0.03483
Waltham Forest, Leyton,51.56241989,-0.01796
Waltham Forest, Leytonstone,51.56922913,0.007294
Waltham Forest, Markhouse,51.57695007,-0.02911
Waltham Forest, Valley,51.61412048,-0.02578
Waltham Forest, William Morris,51.59093094,-0.02495
Waltham Forest, Wood Street,51.58716965,0.002339
Wandsworth, Balham,51.45212936,-0.15353
Wandsworth, Bedford,51.43497086,-0.14992
Wandsworth, Earlsfield,51.43748856,-0.18396001
Wandsworth, East Putney,51.45526886,-0.20933001
Wandsworth, Fairfield,51.45753098,-0.18888
Wandsworth, Furzedown,51.42559052,-0.14855
Wandsworth, Graveney,51.42502975,-0.16294
Wandsworth, Latchmere,51.46794891,-0.17031001
Wandsworth, Nightingale,51.44293976,-0.15894
Wandsworth, Northcote,51.45631027,-0.1638
Wandsworth, Queenstown,51.47647858,-0.14895
Wandsworth, Roehampton and Putney Heath,51.44380951,-0.24017
Wandsworth, St Mary's Park,51.47422028,-0.17472
Wandsworth, Shaftesbury,51.46596146,-0.15893
Wandsworth, Southfields,51.44651031,-0.19879
Wandsworth, Thamesfield,51.46617126,-0.22352999
Wandsworth, Tooting,51.43053818,-0.17323001
Wandsworth, Wandsworth Common,51.44789886,-0.17670999
Wandsworth, West Hill,51.44525146,-0.21425
Wandsworth, West Putney,51.45851135,-0.23174
Westminster, Abbey Road,51.53408813,-0.17995
Westminster, Bayswater,51.51659012,-0.19291
Westminster, Bryanston and Dorset Square,51.52030945,-0.16291
Westminster, Churchill,51.48915863,-0.15090001
Westminster, Church Street,51.5234108,-0.17046
Westminster, Harrow Road,51.52735901,-0.19929001
Westminster, Hyde Park,51.51575089,-0.17261
Westminster, Knightsbridge and Belgravia,51.50241089,-0.16827001
Westminster, Lancaster Gate,51.5136795,-0.18483999
Westminster, Little Venice,51.5242691,-0.18262
Westminster, Maida Vale,51.52996826,-0.18892001
Westminster, Marylebone High Street,51.51953888,-0.14916
Westminster, Queen's Park,51.52927017,-0.20875999
Westminster, Regent's Park,51.52996063,-0.16339999
Westminster, St James's,51.50360107,-0.13154
Westminster, Tachbrook,51.48875046,-0.13458
Westminster, Vincent Square,51.49285889,-0.13166
Westminster, Warwick,51.49227905,-0.14392
Westminster, Westbourne,51.52109909,-0.19106001
Westminster, West End,51.51134109,-0.14543
City of London, Aldersgate,51.51895142,-0.09645
City of London, Aldgate,51.51375961,-0.07896
City of London, Bassishaw,51.51686096,-0.09266
City of London, Billingsgate,51.51000977,-0.08265
City of London, Bishopsgate,51.51818085,-0.0815
City of London, Bread Street,51.51382065,-0.09587
City of London, Bridge,51.50960922,-0.08587
City of London, Broad Street,51.51620102,-0.08575
City of London, Candlewick,51.51150131,-0.0874
City of London, Castle Baynard,51.51424026,-0.10693
City of London, Cheap,51.51525116,-0.09561
City of London, Coleman Street,51.51755905,-0.08843
City of London, Cordwainer,51.51293945,-0.09262
City of London, Cornhill,51.51385117,-0.08532
City of London, Cripplegate,51.51964951,-0.09402
City of London, Dowgate,51.51031876,-0.09026
City of London, Farringdon Within,51.51425934,-0.10195
City of London, Farringdon Without,51.51551056,-0.11054
City of London, Langbourn,51.51243973,-0.08357
City of London, Lime Street,51.51391983,-0.08217
City of London, Portsoken,51.51419067,-0.07529
City of London, Queenhithe,51.51103973,-0.09735
City of London, Tower,51.51092148,-0.07646
City of London, Vintry,51.51118851,-0.09422
City of London, Walbrook,51.51319885,-0.08863
